paper id,year,title,abstract,url
5b6ab9257e61e1edc67c65b9a338197b0fa61342,2020,Glial TIM Modulates Immune Responses in the Brain Tumor Microenvironment,TIM is typically thought of as a T cell checkpoint receptor This study demonstrates a role for TIM in mediating myeloid cell responses in glioblastoma T cell immunoglobulin and mucin domain containing molecule TIM a potential immunotherapeutic target for cancer has been shown to display diverse characteristics in a context dependent manner Thus it would be useful to delineate the precise functional features of TIM in a given situation Here we report that glial TIM shows distinctive properties in the brain tumor microenvironment TIM was expressed on both growing tumor cells and their surrounding cells including glia and T cells in an orthotopic mouse glioma model The expression pattern of TIM was distinct from those of other immune checkpoint molecules in tumor exposed and tumor infiltrating glia Comparison of cells from tumor bearing and contralateral hemispheres of a glioma model showed that TIM expression was lower in tumor infiltrating CD b CD mid glial cells but higher in tumor infiltrating CD T cells In TIM mutant mice with intracellular signaling defects and Cre inducible TIM mice TIM affected the expression of several immune associated molecules including iNOS and PD L in primary glia exposed conditioned media CM from brain tumors Further TIM was cross regulated by TLR but not by TLR in brain tumor CM or Pam CSK exposed glia In addition following exposure to tumor CM IFN production was lower in T cells cocultured with TIM defective glia than with normal glia Collectively these findings suggest that glial TIM actively and distinctively responds to brain tumor and plays specific intracellular and intercellular immunoregulatory roles that might be different from TIM on T cells in the brain tumor microenvironment Significance TIM is typically thought of as a T cell checkpoint receptor This study demonstrates a role for TIM in mediating myeloid cell responses in glioblastoma,https://www.semanticscholar.org/paper/5b6ab9257e61e1edc67c65b9a338197b0fa61342
73e4f13f65a9feae30555280e1d0e61476dd734f,2020,Microglia in the Brain Tumor Microenvironment,None,https://www.semanticscholar.org/paper/73e4f13f65a9feae30555280e1d0e61476dd734f
58b261b5403a7b2f7900099e3383e0d6ff90169e,2020,Immunotherapy in NSCLC patients with brain metastases Understanding brain tumor microenvironment and dissecting outcomes from immune checkpoint blockade in the clinic,None,https://www.semanticscholar.org/paper/58b261b5403a7b2f7900099e3383e0d6ff90169e
ab7b3765db68d714a30cf39a3516cf4fff707148,2021,Broad immunophenotyping of the murine brain tumor microenvironment,None,https://www.semanticscholar.org/paper/ab7b3765db68d714a30cf39a3516cf4fff707148
69fed16f34800353015a5c66ecd56ea0a92ad89d,2023,Anti glioma effect of ginseng derived exosomes like nanoparticles by active blood brain barrier penetration and tumor microenvironment modulation,None,https://www.semanticscholar.org/paper/69fed16f34800353015a5c66ecd56ea0a92ad89d
a3760525b666e97b2ed092917078158bcc68f4dc,2023,Unveiling the Influence of Tumor Microenvironment and Spatial Heterogeneity on Temozolomide Resistance in Glioblastoma Using an Advanced Human In Vitro Model of the Blood Brain Barrier and Glioblastoma,Glioblastoma GBM is the most common primary malignant brain cancer in adults with a dismal prognosis Temozolomide TMZ is the first in line chemotherapeutic however resistance is frequent and multifactorial While many molecular and genetic factors have been linked to TMZ resistance the role of the solid tumor morphology and the tumor microenvironment particularly the blood brain barrier BBB is unknown Here the authors investigate these using a complex in vitro model for GBM and its surrounding BBB The model recapitulates important clinical features such as a dense tumor core with tumor cells that invade along the perivascular space and a perfusable BBB with a physiological permeability and morphology that is altered in the presence of a tumor spheroid It is demonstrated that TMZ sensitivity decreases with increasing cancer cell spatial organization and that the BBB can contribute to TMZ resistance Proteomic analysis with next generation low volume sample workflows of these cultured microtissues revealed potential clinically relevant proteins involved in tumor aggressiveness and TMZ resistance demonstrating the utility of complex in vitro models for interrogating the tumor microenvironment and therapy validation,https://www.semanticscholar.org/paper/a3760525b666e97b2ed092917078158bcc68f4dc
80c67ef44fb57b7f6b912ca4ed697caa2530e326,2023,Engineered Microparticles for Treatment of Murine Brain Metastasis by Reprograming Tumor Microenvironment and Inhibiting MAPK Pathway,Brain metastases BRM are common in advanced lung cancer However their treatment is challenging due to the blood brain barrier BBB and the immunosuppressive tumor microenvironment ITME Microparticles MPs a type of extracellular vesicle can serve as biocompatible drug delivery vehicles that can be further modulated with genetic engineering techniques MPs prepared from cells induced with different insults are compared and it is found that radiation treated cell released microparticles RMPs achieve optimal targeting and macrophage activation The enzyme ubiquitin specific protease USP which simultaneously regulates tumor growth and reprograms M macrophages M is found to be expressed in BRM Engineered RMPs are then constructed that comprise the RMP carrier that targets and reprograms M a genetically expressed SR B targeting peptide for improved BBB permeability and a USP inhibitor to kill tumor cells and reprogram M These RMPs successfully cross the BBB and target M in vitro and in vivo in mice effectively reprogramming M and improving survival in a murine BRM model Therapeutic effects are further augmented when combined with immune checkpoint blockade This study provides proof of concept for the use of genetically engineered MPs for the treatment of BRM,https://www.semanticscholar.org/paper/80c67ef44fb57b7f6b912ca4ed697caa2530e326
06c9e8ab94dcfe7e9f2146926d1ccfe4629c07bb,2023,Comparative analysis of single cell transcriptome reveals heterogeneity in the tumor microenvironment of lung adenocarcinoma and brain metastases,None,https://www.semanticscholar.org/paper/06c9e8ab94dcfe7e9f2146926d1ccfe4629c07bb
a14c0dfa12cfbabb81d6dc87f3c2a0a927d3ef88,2023,CAR T cell Design dependent Remodeling of the Brain Tumor Immune Microenvironment Modulates Tumor associated Macrophages and Anti glioma Activity,Abstract Understanding the intricate dynamics between adoptively transferred immune cells and the brain tumor immune microenvironment TIME is crucial for the development of effective T cell based immunotherapies In this study we investigated the influence of the TIME and chimeric antigen receptor CAR design on the anti glioma activity of B H specific CAR T cells Using an immunocompetent glioma model we evaluated a panel of seven fully murine B H CARs with variations in transmembrane costimulatory and activation domains We then investigated changes in the TIME following CAR T cell therapy using high dimensional flow cytometry and single cell RNA sequencing Our results show that five out of six B H CARs with single costimulatory domains demonstrated robust functionality in vitro However these CARs had significantly varied levels of antitumor activity in vivo To enhance therapeutic effectiveness and persistence we incorporated BB and CD costimulation through transgenic expression of BBL on CD based CAR T cells This CAR design was associated with significantly improved anti glioma efficacy in vitro but did not result in similar improvements in vivo Analysis of the TIME revealed that CAR T cell therapy influenced the composition of the TIME with the recruitment and activation of distinct macrophage and endogenous T cell subsets crucial for successful antitumor responses Indeed complete brain macrophage depletion using a CSF R inhibitor abrogated CAR T cell antitumor activity In sum our study highlights the critical role of CAR design and its modulation of the TIME in mediating the efficacy of adoptive immunotherapy for high grade glioma Significance CAR T cell immunotherapies hold great potential for treating brain cancers however they are hindered by a challenging immune environment that dampens their effectiveness In this study we show that the CAR design influences the makeup of the immune environment in brain tumors underscoring the need to target specific immune components to improve CAR T cell performance and highlighting the significance of using models with functional immune systems to optimize this therapy,https://www.semanticscholar.org/paper/a14c0dfa12cfbabb81d6dc87f3c2a0a927d3ef88
77f0d865bb35081efdc5066b890481368c9f40c3,2023,Sodium fluorescein uptake by the tumor microenvironment in human gliomas and brain metastases,OBJECTIVE Intravenous sodium fluorescein SF is increasingly used during surgery of gliomas and brain metastases to improve tumor resection Currently SF is believed to permeate the brain regions where the blood brain barrier BBB is damaged and to accumulate in the extracellular space but not in tumor or healthy cells making it possible to demarcate tumor margins to guide resection By evaluating the immune contexture of a number of freshly resected gliomas and brain metastases from patients undergoing SF guided surgery the authors recurrently observed fluorescence positive cells Therefore the aim of this study was to determine if SF accumulates inside the cells of the tumor microenvironment TME and if so in which type of cells and whether incorporation can also be observed in the leukocytes of peripheral blood METHODS Freshly resected tumor specimens were dissociated to single cells and analyzed by multiparametric flow cytometry Peripheral blood leukocytes macrophages and a glioma cell line were treated with SF in vitro and their cell uptake was assessed by multiparametric and imaging flow cytometry and by confocal microscopy RESULTS The ex vivo and in vitro analyses revealed that SF accumulates intracellularly in leukocytes as well as in tumor cells but with a high variability of incorporation in the different cell subsets analyzed Myeloid cells showed the highest level of fluorescence In vitro uptake experiments showed that SF accumulation increases over time The imaging analyses confirmed the internalization of the compound inside the cells CONCLUSIONS SF is not just a marker of BBB damage but its intracellular detection suggests that it selectively accumulates intracellularly Future efforts should target the mechanisms of its differential uptake by the different TME cell types in depth,https://www.semanticscholar.org/paper/77f0d865bb35081efdc5066b890481368c9f40c3
c8dea31abfaf17e5901f3c771de4e2320c2d560c,2023,Endoplasmic Reticulum Stress in the Brain Tumor Immune Microenvironment,Immunotherapy has emerged as a powerful strategy for halting cancer progression However primary malignancies affecting the brain have been exempt to this success Indeed brain tumors continue to portend severe morbidity and remain a globally lethal disease Extensive efforts have been directed at understanding how tumor cells survive and propagate within the unique microenvironment of the central nervous system CNS Cancer genetic aberrations and metabolic abnormalities provoke a state of persistent endoplasmic reticulum ER stress that in turn promotes tumor growth invasion therapeutic resistance and the dynamic reprogramming of the infiltrating immune cells Consequently targeting ER stress is a potential therapeutic approach In this work we provide an overview of how ER stress response is advantageous to brain tumor development discuss the significance of ER stress in governing anti tumor immunity and put forth therapeutic strategies of regulating ER stress in order to augment the effect of immunotherapy for primary CNS tumors,https://www.semanticscholar.org/paper/c8dea31abfaf17e5901f3c771de4e2320c2d560c
9bcff00cd8dcfcbe95a483483c94196c9222e6c9,2023,Multi omic profiling reveals discrepant immunogenic properties and a unique tumor microenvironment among melanoma brain metastases,None,https://www.semanticscholar.org/paper/9bcff00cd8dcfcbe95a483483c94196c9222e6c9
e006ad27ec5c9d8b28c17fa3c3402346a5bc2883,2023,Single Cell Profiling Comparisons of Tumor Microenvironment between Primary Advanced Lung Adenocarcinomas and Brain Metastases and Machine Learning Algorithms in Predicting Immunotherapeutic Responses,Brain metastasis BM occurs commonly in patients with lung adenocarcinomas Limited evidence indicates safety and efficacy of immunotherapy for this metastatic tumor though immune checkpoint blockade has become the front line treatment for primary advanced non small cell lung cancer We aim to comprehensively compare tumor microenvironments TME between primary tumors PT and BM at single cell resolution Single cell RNA transcriptomics from tumor samples of PT N and BM N and bulk sequencing data were analyzed to explore potential differences in immunotherapeutic efficacy between PT and BM of lung adenocarcinomas Multiple machine learning algorithms were used to develop and validate models that predict responses to immunotherapy using the external cohorts We found obviously less infiltration of immune cells in BM than PT characterized specifically by deletion of anti cancer CD Trm cells and more dysfunctional CD Tem cells in BM tumors Meanwhile macrophages and dendritic cells within BM demonstrated more pro tumoral and anti inflammatory effects represented by distinct distribution and function of SPP and C Qs tumor associated microphages and inhibited antigen presentation capacity and HLA I gene expression respectively Besides we also found the lack of inflammatory like CAFs and enrichment of pericytes within BM tumors which may be critical factors in shaping inhibitory TME Cell communication analysis further revealed mechanisms of the immunosuppressive effects associated with the activation of some unfavorable pathways such as TGF signaling highlighting the important roles of stromal cells in the anti inflammatory microenvironment especially specific pericytes Furthermore pericyte related genes were identified to optimally predict immunotherapeutic responses by machine learning models with great predictive performance Overall various factors contribute to the immunosuppressive TME within BM tumors represented by the lack of critical anti cancer immune cells Meanwhile pericytes may help shape the TME and targeting the associated mechanisms may enhance immunotherapy efficacy for BM tumors in patients with lung adenocarcinomas,https://www.semanticscholar.org/paper/e006ad27ec5c9d8b28c17fa3c3402346a5bc2883
dd668b137748019ee14a9cd6a03b5919d47612aa,2022,Recapitulated Crosstalk between Cerebral Metastatic Lung Cancer Cells and Brain Perivascular Tumor Microenvironment in a Microfluidic Co Culture Chip,Non small cell lung carcinoma NSCLC which affects the brain is fatal and resistant to anti cancer therapies Despite innate distinct characteristics of the brain from other organs the underlying delicate crosstalk between brain metastatic NSCLC BM NSCLC cells and brain tumor microenvironment bTME associated with tumor evolution remains elusive Here a novel D microfluidic tri culture platform is proposed for recapitulating positive feedback from BM NSCLC and astrocytes and brain specific endothelial cells two major players in bTME Advanced imaging and quantitative functional assessment of the D tri culture model enable real time live imaging of cell viability and separate analyses of genomic molecular secretome from each subset Susceptibility of multiple patient derived BM NSCLCs to representative targeted agents is altered and secretion of serpin E interleukin and secreted phosphoprotein which are associated with tumor aggressiveness and poor clinical outcome is increased in tri culture Notably multiple signaling pathways involved in inflammatory responses nuclear factor kappa light chain enhancer of activated B cells and cancer metastasis are activated in BM NSCLC through interaction with two bTME cell types This novel platform offers a tool to elucidate potential molecular targets and for effective anti cancer therapy targeting the crosstalk between metastatic cancer cells and adjacent components of bTME,https://www.semanticscholar.org/paper/dd668b137748019ee14a9cd6a03b5919d47612aa
c9b0433871b7329f157a42468e4aaacdecaf4e11,2022,Tumor microenvironment in lung cancer derived brain metastasis,Abstract Brain metastasis BM is the leading cause of mortality in lung cancer patients The process of BM from initial primary tumor development migration and intravasation dissemination and survival in the bloodstream extravasation to colonization and growth to metastases is a complex process for which few tumor cells complete the entire process Recent research on BM of lung cancer has recently stressed the essential role of tumor microenvironment TME in assisting tumor cells in the completion of each BM step This review summarizes recent studies regarding the effects of TME on tumor cells in the entire process of BM derived from lung cancer The identification of vulnerable targets in the TME and their prospects to provide novel therapeutic opportunities are also discussed,https://www.semanticscholar.org/paper/c9b0433871b7329f157a42468e4aaacdecaf4e11
5749a2f6a548c96c1bab3a15e8ae5c415f70487d,2022,Salmonella mediated blood brain barrier penetration tumor homing and tumor microenvironment regulation for enhanced chemo bacterial glioma therapy,None,https://www.semanticscholar.org/paper/5749a2f6a548c96c1bab3a15e8ae5c415f70487d
1529c66af302132edb24ac0301b77734424909a0,2020,Tumor microenvironment differences between primary tumor and brain metastases,None,https://www.semanticscholar.org/paper/1529c66af302132edb24ac0301b77734424909a0
6a920072f19a4b75640d0aa0b9977e63756bc182,2022,Tumor microenvironment and exosomes in brain metastasis Molecular mechanisms and clinical application,Metastasis is one of the important biological features of malignant tumors and one of the main factors responsible for poor prognosis Although the widespread application of newer clinical technologies and their continuous development have significantly improved survival in patients with brain metastases there is no uniform standard of care More effective therapeutic measures are therefore needed to improve prognosis Understanding the mechanisms of tumor cell colonization growth and invasion in the central nervous system is of particular importance for the prevention and treatment of brain metastases This process can be plausibly explained by the seed and soil hypothesis which essentially states that tumor cells can interact with various components of the central nervous system microenvironment to produce adaptive changes it is this interaction that determines the development of brain metastases As a novel form of intercellular communication exosomes play a key role in the brain metastasis microenvironment and carry various bioactive molecules that regulate receptor cell activity In this paper we review the roles and prospects of brain metastatic tumor cells the brain metastatic tumor microenvironment and exosomes in the development and clinical management of brain metastases,https://www.semanticscholar.org/paper/6a920072f19a4b75640d0aa0b9977e63756bc182
f7f812c74bdd34ad91b36c7aa5d76cf30534cc6a,2021,Blood Brain Barrier Cell Junctions and Tumor Microenvironment in Brain Metastases the Biological Prospects and Dilemma in Therapies,Brain metastasis is the most commonly seen brain malignancy frequently originating from lung cancer breast cancer and melanoma Brain tumor has its unique cell types anatomical structures metabolic constraints and immune environment which namely the tumor microenvironment TME It has been discovered that the tumor microenvironment can regulate the progression metastasis of primary tumors and response to the treatment through the particular cellular and non cellular components Brain metastasis tumor cells that penetrate the brain blood barrier and blood cerebrospinal fluid barrier to alter the function of cell junctions would lead to different tumor microenvironments Emerging evidence implies that these tumor microenvironment components would be involved in mechanisms of immune activation tumor hypoxia antiangiogenesis etc Researchers have applied various therapeutic strategies to inhibit brain metastasis such as the combination of brain radiotherapy immune checkpoint inhibitors and monoclonal antibodies Unfortunately they hardly access effective treatment Meanwhile most clinical trials of target therapy patients with brain metastasis are always excluded In this review we summarized the clinical treatment of brain metastasis in recent years as well as their influence and mechanisms underlying the differences between the composition of tumor microenvironments in the primary tumor and brain metastasis We also look forward into the feasibility and superiority of tumor microenvironment targeted therapies in the future which may help to improve the strategy of brain metastasis treatment,https://www.semanticscholar.org/paper/f7f812c74bdd34ad91b36c7aa5d76cf30534cc6a
d279f0722f47834c8c6db31d3738dbe10abb480a,2021,Fibrinogen in the glioblastoma microenvironment contributes to the invasiveness of brain tumor initiating cells,Glioblastomas GBMs are highly aggressive recurrent and lethal brain tumors that are maintained via brain tumor initiating cells BTICs The aggressiveness of BTICs may be dependent on the extracellular matrix ECM molecules that are highly enriched within the GBM microenvironment Here we investigated the expression of ECM molecules in GBM patients by mining the transcriptomic databases and also staining human GBM specimens RNA levels for fibronectin brevican versican heparan sulfate proteoglycan HSPG and several laminins were high in GBMs compared to normal brain and this was corroborated by immunohistochemistry While fibrinogen transcript was at normal level in GBM its protein immunoreactivity was prominent within GBM tissues These ECM molecules in tumor specimens were in proximity to and surrounding BTICs In culture fibronectin and pan laminin induced the adhesion of BTICs onto the plastic substratum However fibrinogen increased the size of the BTIC spheres by facilitating the adhesive property motility and invasiveness of BTICs These features of elevated invasiveness were corroborated in resected GBM specimens by the close proximity of fibrinogen with matrix metalloproteinase MMP and which are proteases implicated in metastasis Moreover the effect of fibrinogen induced invasiveness was attenuated in BTICs where MMP and have been inhibited with siRNAs or pharmacological inhibitors Our results implicate fibrinogen in GBM as a mediator of the invasive properties of BTICs and as a target for therapy to reduce BTIC tumorigenecity,https://www.semanticscholar.org/paper/d279f0722f47834c8c6db31d3738dbe10abb480a
cb7b2587f937ea1423cab85332ad553bac55d9e0,2021,Evolution of the Tumor Microenvironment toward Immune Suppressive Seclusion during Brain Metastasis of Breast Cancer Implications for Targeted Therapy,Simple Summary Brain metastases BM of breast cancer BC are new targets of immunotherapy but their characteristics are unclear Therefore we analyzed the differential expression profile of the tumor microenvironment TME in primary breast cancer brain metastasis BCBM In the TME of BCBM immune related pathways were downregulated and tumor intrinsic factors were upregulated Moreover CD T cells and M macrophages with cytotoxic effects were decreased but M cells were increased in BM Most tumor suppressive immune functions ceased after BM with a molecular subtype shift These results suggest the need for targeted therapy and immunotherapy strategies for BCBM Abstract Breast cancer BC is the second most common solid malignant tumor that metastasizes to the brain Despite emerging therapies such as immunotherapy whether the tumor microenvironment TME in breast cancer brain metastasis BCBM has potential as a target of new treatments is unclear Expression profiling of genes in pairs of primary BC and matched brain metastasis BM samples was performed using the NanoString nCounter PanCancer IO TM Panel Immune cell profiles were validated by immunohistochemistry IHC in samples from patients with BCBM Pathway analysis revealed that immune related pathways were downregulated Immune cell profiling showed that CD T cells and M macrophages were significantly decreased and M macrophages were significantly increased in BM compared to primary BC samples p p and p respectively CCL and CCL the top differentially expressed genes were decreased significantly in BM compared to primary BC p both IHC showed that the CD count was significantly lower p and the CD and CD counts were higher in BM than primary BC p both A low CD T cell count low CD M macrophage count and high M M macrophage ratio were related to unfavorable clinical outcomes BC exhibits an immunosuppressive characteristic after metastasis to the brain These findings will facilitate establishment of a treatment strategy for BCBM based on the TME of metastatic cancer,https://www.semanticscholar.org/paper/cb7b2587f937ea1423cab85332ad553bac55d9e0
c6cbab7fe00d4bd7e9d16c61b5650adcc710c8a1,2023,Harnessing immunotherapy for brain metastases insights into tumor brain microenvironment interactions and emerging treatment modalities,None,https://www.semanticscholar.org/paper/c6cbab7fe00d4bd7e9d16c61b5650adcc710c8a1
